LO,AI,NT03-T|AI,2020-02-29 10:48:10,Y,N,LO,2020-02-29 16:49:01
LO,AI,NT04-T|AI,2020-02-29 10:48:20,Y,N,LO,2020-02-29 16:49:01
LO,AI,RT01-T|AI,2020-02-29 10:48:20,Y,N,LO,2020-02-29 16:49:01
LO,AI,RT02-T|AI,2020-02-29 10:48:30,Y,N,LO,2020-02-29 16:49:01
LO,AI,RT03-T|AI,2020-02-29 10:48:40,Y,N,LO,2020-02-29 16:49:01
LO,AI,AT04-T|AI,2020-02-29 10:55:00,Y,N,LO,2020-02-29 16:56:00
LO,AI,CT01-T|AI,2020-02-29 10:55:00,Y,N,LO,2020-02-29 16:56:00
LO,AI,CT07-T|AI,2020-02-29 10:56:00,Y,N,LO,2020-02-29 16:57:00
LO,AI,FT04-T|AI,2020-02-29 10:58:00,Y,N,LO,2020-02-29 16:59:00
LO,AI,FT10-T|AI,2020-02-29 10:59:00,Y,N,LO,2020-02-29 17:00:00
LO,AI,GT01-T|AI,2020-02-29 10:59:00,Y,N,LO,2020-02-29 17:00:00
LO,AI,GT07-T|AI,2020-02-29 11:02:00,Y,N,LO,2020-02-29 17:03:01
LO,AI,GT13-T|AI,2020-02-29 11:08:00,Y,N,LO,2020-02-29 17:09:00
LO,AI,JT04-T|AI,2020-02-29 11:10:00,Y,N,LO,2020-02-29 17:11:00
LO,AI,JT10-T|AI,2020-02-29 11:13:00,Y,N,LO,2020-02-29 17:14:01
LO,AI,NT02-T|AI,2020-02-29 11:14:00,Y,N,LO,2020-02-29 17:15:00
LO,AI,DCT-0000|AI,2020-02-29 23:53:00,Y,N,LO,2020-03-01 06:31:00
LO,AI,DCT-0000|AI,2020-03-04 20:53:00,Y,N,LO,2020-03-05 04:01:01
LO,AI,LT01-L|AI,2020-03-05 19:50:20,Y,N,LO,2020-03-06 01:51:00
LO,AI,DCT-0000|AI,2020-03-05 20:53:00,Y,N,LO,2020-03-06 03:31:02
LO,AI,AT03-T|AI,2020-03-06 03:15:50,Y,N,LO,2020-03-06 09:16:00
LO,AI,CT02-T|AI,2020-03-06 03:15:10,Y,N,LO,2020-03-06 09:16:00
LO,AI,CT03-T|AI,2020-03-06 03:15:20,Y,N,LO,2020-03-06 09:16:00
LO,AI,CT06-T|AI,2020-03-06 03:15:50,Y,N,LO,2020-03-06 09:16:00
LO,AI,CT08-T|AI,2020-03-06 03:15:10,Y,N,LO,2020-03-06 09:16:00
LO,AI,CT09-T|AI,2020-03-06 03:15:20,Y,N,LO,2020-03-06 09:16:00
LO,AI,CT12-T|AI,2020-03-06 03:15:50,Y,N,LO,2020-03-06 09:16:02
LO,AI,FT03-T|AI,2020-03-06 03:15:50,Y,N,LO,2020-03-06 09:16:02
LO,AI,FT05-T|AI,2020-03-06 03:15:10,Y,N,LO,2020-03-06 09:16:02
LO,AI,FT06-T|AI,2020-03-06 03:15:20,Y,N,LO,2020-03-06 09:16:02
LO,AI,FT09-T|AI,2020-03-06 03:15:50,Y,N,LO,2020-03-06 09:16:02
LO,AI,FT11-T|AI,2020-03-06 03:15:10,Y,N,LO,2020-03-06 09:16:02
LO,AI,GT02-T|AI,2020-03-06 03:15:10,Y,N,LO,2020-03-06 09:16:02
LO,AI,GT03-T|AI,2020-03-06 03:15:20,Y,N,LO,2020-03-06 09:16:02
LO,AI,GT06-T|AI,2020-03-06 03:15:50,Y,N,LO,2020-03-06 09:16:02
LO,AI,GT08-T|AI,2020-03-06 03:15:10,Y,N,LO,2020-03-06 09:16:02
LO,AI,GT09-T|AI,2020-03-06 03:15:20,Y,N,LO,2020-03-06 09:16:02
LO,AI,GT12-T|AI,2020-03-06 03:15:50,Y,N,LO,2020-03-06 09:16:02
LO,AI,GT14-T|AI,2020-03-06 03:15:10,Y,N,LO,2020-03-06 09:16:02
LO,AI,GT15-T|AI,2020-03-06 03:15:20,Y,N,LO,2020-03-06 09:16:02
LO,AI,JT03-T|AI,2020-03-06 03:15:50,Y,N,LO,2020-03-06 09:16:02
LO,AI,JT05-T|AI,2020-03-06 03:15:10,Y,N,LO,2020-03-06 09:16:02
LO,AI,JT06-T|AI,2020-03-06 03:15:20,Y,N,LO,2020-03-06 09:16:02
LO,AI,JT09-T|AI,2020-03-06 03:15:50,Y,N,LO,2020-03-06 09:16:02
LO,AI,JT11-T|AI,2020-03-06 03:15:10,Y,N,LO,2020-03-06 09:16:03
LO,AI,JT12-T|AI,2020-03-06 03:15:20,Y,N,LO,2020-03-06 09:16:03
LO,AI,LT01-T|AI,2020-03-06 03:15:10,Y,N,LO,2020-03-06 09:16:03
LO,AI,LT02-T|AI,2020-03-06 03:15:20,Y,N,LO,2020-03-06 09:16:03
LO,AI,NT01-T|AI,2020-03-06 03:15:50,Y,N,LO,2020-03-06 09:16:03
LO,AI,NT03-T|AI,2020-03-06 03:15:10,Y,N,LO,2020-03-06 09:16:03
LO,AI,NT04-T|AI,2020-03-06 03:15:20,Y,N,LO,2020-03-06 09:16:03
LO,AI,RT01-T|AI,2020-03-06 03:15:20,Y,N,LO,2020-03-06 09:16:03
LO,AI,AT01-T|AI,2020-03-06 03:16:30,Y,N,LO,2020-03-06 09:17:00
LO,AI,AT02-T|AI,2020-03-06 03:16:40,Y,N,LO,2020-03-06 09:17:00
LO,AI,CT04-T|AI,2020-03-06 03:16:30,Y,N,LO,2020-03-06 09:17:00
LO,AI,CT05-T|AI,2020-03-06 03:16:40,Y,N,LO,2020-03-06 09:17:00
LO,AI,CT10-T|AI,2020-03-06 03:16:30,Y,N,LO,2020-03-06 09:17:00
LO,AI,CT11-T|AI,2020-03-06 03:16:40,Y,N,LO,2020-03-06 09:17:00
LO,AI,FT01-T|AI,2020-03-06 03:16:30,Y,N,LO,2020-03-06 09:17:00
LO,AI,FT02-T|AI,2020-03-06 03:16:40,Y,N,LO,2020-03-06 09:17:00
LO,AI,FT07-T|AI,2020-03-06 03:16:30,Y,N,LO,2020-03-06 09:17:00
LO,AI,FT08-T|AI,2020-03-06 03:16:40,Y,N,LO,2020-03-06 09:17:00
LO,AI,GT04-T|AI,2020-03-06 03:16:30,Y,N,LO,2020-03-06 09:17:00
LO,AI,GT05-T|AI,2020-03-06 03:16:40,Y,N,LO,2020-03-06 09:17:00
LO,AI,GT10-T|AI,2020-03-06 03:16:30,Y,N,LO,2020-03-06 09:17:00
LO,AI,GT11-T|AI,2020-03-06 03:16:40,Y,N,LO,2020-03-06 09:17:00
LO,AI,JT01-T|AI,2020-03-06 03:16:30,Y,N,LO,2020-03-06 09:17:00
LO,AI,JT02-T|AI,2020-03-06 03:16:40,Y,N,LO,2020-03-06 09:17:00
LO,AI,JT07-T|AI,2020-03-06 03:16:30,Y,N,LO,2020-03-06 09:17:00
LO,AI,JT08-T|AI,2020-03-06 03:16:40,Y,N,LO,2020-03-06 09:17:00
LO,AI,LT03-T|AI,2020-03-06 03:16:30,Y,N,LO,2020-03-06 09:17:00
LO,AI,LT04-T|AI,2020-03-06 03:16:40,Y,N,LO,2020-03-06 09:17:00
LO,AI,RT02-T|AI,2020-03-06 03:16:30,Y,N,LO,2020-03-06 09:17:00
LO,AI,RT03-T|AI,2020-03-06 03:16:40,Y,N,LO,2020-03-06 09:17:00
LO,AI,AT04-T|AI,2020-03-06 03:42:00,Y,N,LO,2020-03-06 09:45:01
LO,AI,CT01-T|AI,2020-03-06 03:46:01,Y,N,LO,2020-03-06 09:47:00
LO,AI,CT07-T|AI,2020-03-06 03:48:00,Y,N,LO,2020-03-06 09:49:00
LO,AI,FT04-T|AI,2020-03-06 04:03:00,Y,N,LO,2020-03-06 10:04:00
LO,AI,FT10-T|AI,2020-03-06 04:06:00,Y,N,LO,2020-03-06 10:07:00
LO,AI,GT01-T|AI,2020-03-06 04:07:00,Y,N,LO,2020-03-06 10:08:00
LO,AI,GT07-T|AI,2020-03-06 04:12:00,Y,N,LO,2020-03-06 10:13:00
LO,AI,GT13-T|AI,2020-03-06 04:26:00,Y,N,LO,2020-03-06 10:27:00
LO,AI,JT04-T|AI,2020-03-06 04:47:00,Y,N,LO,2020-03-06 10:48:01
LO,AI,JT10-T|AI,2020-03-06 05:09:00,Y,N,LO,2020-03-06 11:10:01
LO,AI,NT02-T|AI,2020-03-06 05:35:00,Y,N,LO,2020-03-06 11:35:01
LO,AI,LT03-L|AI,2020-03-06 17:30:30,Y,N,LO,2020-03-06 23:31:00
LO,AI,LT04-L|AI,2020-03-06 19:30:40,Y,N,LO,2020-03-07 01:31:01
LO,AI,DCT-0000|AI,2020-03-06 20:53:00,Y,N,LO,2020-03-07 03:31:00
LO,AI,LT02-L|AI,2020-03-06 23:27:20,Y,N,LO,2020-03-07 05:28:00
LO,AI,LT03-L|AI,2020-03-13 03:52:30,Y,N,LO,2020-03-13 08:53:00
LO,AI,LT04-L|AI,2020-03-13 15:50:40,Y,N,LO,2020-03-13 20:51:00
LO,AI,LT04-L|AI,2020-03-20 21:16:40,Y,N,LO,2020-03-21 02:17:01
LO,AI,DCT-0000|AI,2020-03-20 23:53:00,Y,N,LO,2020-03-21 05:31:00
LO,AI,XSINE|AI,2020-03-21 16:25:00,Y,N,LO,2020-03-21 21:26:00
LO,AI,XSINE|AI,2020-03-21 16:31:48,Y,N,LO,2020-03-21 21:32:00
LO,AI,XSINE|AI,2020-03-21 16:50:00,Y,N,LO,2020-03-21 21:51:00
LO,AI,X-SINE|AI,2020-03-21 17:08:00,Y,N,LO,2020-03-21 22:09:00
LO,AI,XSINE|AI,2020-03-21 17:27:00,Y,N,LO,2020-03-21 22:28:00
LO,AI,DCT-0000|AI,2020-03-21 16:53:00,Y,N,LO,2020-03-21 23:01:00
LO,AI,XSINE|AI,2020-03-21 18:02:00,Y,N,LO,2020-03-21 23:03:00
LO,AI,X-SINE|AI,2020-03-22 05:15:00,Y,N,LO,2020-03-22 10:15:01
LO,AI,X-SINE|AI,2020-03-22 06:02:00,Y,N,LO,2020-03-22 11:03:02
LO,AI,LT02-L|AI,2020-03-22 11:04:20,Y,N,LO,2020-03-22 16:05:01
LO,AI,XSINE|AI,2020-03-22 17:16:00,Y,N,LO,2020-03-22 22:17:01
LO,AI,XSINE|AI,2020-03-22 18:03:00,Y,N,LO,2020-03-22 23:03:01
LO,AI,LT04-L|AI,2020-03-22 19:57:40,Y,N,LO,2020-03-23 00:58:00
LO,AI,X-SINE|AI,2020-03-23 05:17:00,Y,N,LO,2020-03-23 10:17:01
LO,AI,X-SINE|AI,2020-03-23 06:02:00,Y,N,LO,2020-03-23 11:03:00
LO,AI,XSINE|AI,2020-03-23 17:15:00,Y,N,LO,2020-03-23 22:16:01
LO,AI,XSINE|AI,2020-03-23 18:02:00,Y,N,LO,2020-03-23 23:03:01
LO,AI,LT01-L|AI,2020-03-23 20:06:10,Y,N,LO,2020-03-24 01:07:00
LO,AI,X-SINE|AI,2020-03-24 05:15:00,Y,N,LO,2020-03-24 10:16:00
LO,AI,X-SINE|AI,2020-03-24 06:01:00,Y,N,LO,2020-03-24 11:02:00
LO,AI,LT04-L|AI,2020-03-24 10:56:40,Y,N,LO,2020-03-24 15:57:01
LO,AI,X-SINE|AI,2020-03-27 05:15:00,Y,N,LO,2020-03-27 10:16:00
LO,AI,X-SINE|AI,2020-03-27 06:01:00,Y,N,LO,2020-03-27 11:02:00
LO,AI,XSINE|AI,2020-03-27 17:15:00,Y,N,LO,2020-03-27 22:16:01
LO,AI,XSINE|AI,2020-03-27 18:01:00,Y,N,LO,2020-03-27 23:02:00
LO,AI,LT01-L|AI,2020-03-27 19:55:10,Y,N,LO,2020-03-28 00:56:02
LO,AI,LT03-L|AI,2020-03-27 20:02:30,Y,N,LO,2020-03-28 01:03:00
LO,AI,X-SINE|AI,2020-03-28 05:16:00,Y,N,LO,2020-03-28 10:17:01
LO,AI,X-SINE|AI,2020-03-28 06:02:00,Y,N,LO,2020-03-28 11:03:00
LO,AI,LT02-L|AI,2020-03-28 11:00:20,N,Y,LO,2020-03-28 16:01:01
LO,AI,XSINE|AI,2020-03-28 17:15:00,Y,N,LO,2020-03-28 22:16:00
LO,AI,XSINE|AI,2020-03-28 18:01:00,Y,N,LO,2020-03-28 23:02:00
LO,AI,LT04-L|AI,2020-03-28 19:55:40,N,Y,LO,2020-03-29 00:56:00
End
